지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
22105,2019-01-01 01:00,6.7,297,8.5,1029.6,28,5.1,14.4,3.5,2.3,1.7,8,46
22105,2019-01-01 02:00,7.5,294,9.9,1029.8,37,5.1,14.5,3,1.9,1.4,6.4,45
22105,2019-01-01 03:00,7.4,312,9.5,1029.4,41,4.1,14.3,3.8,2.4,1.7,8,47
22105,2019-01-01 04:00,7.5,322,10,1029.1,39,4.3,14.4,3.3,1.9,1.4,7.1,40
22105,2019-01-01 05:00,7,330,9.2,1028.6,39,4.2,14.4,3.7,2.3,1.6,8,52
22105,2019-01-01 06:00,7,316,9.3,1028.5,44,3.9,14.4,3.1,2.1,1.5,9.1,55
22105,2019-01-01 07:00,6.8,319,9.6,1028.5,49,4.1,14.4,3.5,2,1.4,8,36
22105,2019-01-01 08:00,6.1,316,8.9,1028.6,49,3.9,14.4,3,2,1.4,8,35
22105,2019-01-01 09:00,5.1,302,9.5,1028.7,50,4,14.5,2.9,1.9,1.3,7.1,23
22105,2019-01-01 10:00,5.6,305,8.6,1029,47,3.8,14.6,2.7,1.7,1.2,9.1,38
22105,2019-01-01 11:00,5.3,291,7.8,1028.4,50,3.9,14.6,3,1.7,1.2,9.1,33
22105,2019-01-01 12:00,4.3,296,6.7,1027.4,47,3.5,14.7,2.7,1.7,1.2,6.4,20
22105,2019-01-01 13:00,5.3,310,8,1026.7,47,3.3,14.6,2.8,1.5,1.1,6.4,35
22105,2019-01-01 14:00,4.2,297,6.2,1025.9,45,3.2,14.6,2.4,1.5,1.1,9.1,46
22105,2019-01-01 15:00,5,310,85,1025.6,42,3.2,14.6,2.4,1.7,1.2,9.1,35
22105,2019-01-01 16:00,5.4,312,7.9,1025.6,44,3.6,14.6,2.6,1.5,1.1,9.1,35
22105,2019-01-01 17:00,5.4,308,8.4,1026,42,4,14.1,2.5,1.5,1.1,7.1,41
22105,2019-01-01 18:00,6.3,299,9.5,1025.8,36,4.1,14.5,2.7,1.5,1,8,51
22105,2019-01-01 19:00,5.7,312,8.1,1025.9,34,3.9,14.3,2.2,1.4,1,7.1,44
22105,2019-01-01 20:00,7.8,293,10.9,1026.1,38,4.1,14,2.5,1.4,1,8,57
22105,2019-01-01 21:00,7.6,310,10.2,1026.5,41,3.3,14.1,2.5,1.7,1.2,8,47
22105,2019-01-01 22:00,8,308,11.3,1026.8,46,2.8,14.1,2.5,1.6,1.2,7.1,44
22105,2019-01-01 23:00,8,307,10.8,1026.9,51,2.9,14.1,2.8,1.8,1.3,5.3,317
22105,2019-01-02 00:00,7.1,299,10.2,1027.8,49,2.2,14.1,2.7,1.8,1.3,5.3,329
22105,2019-01-02 01:00,6.7,323,9.7,1027.9,49,2.7,14.2,2.8,1.7,1.2,7.1,48
22105,2019-01-02 02:00,6.6,324,9.7,1028.2,49,2.4,14.2,2.7,1.5,1.1,5.8,21
22105,2019-01-02 03:00,5.8,312,9.3,1028.9,50,2.6,14.3,2.4,1.6,1.1,5.8,10
22105,2019-01-02 04:00,6.2,303,9.1,1029,48,2.1,14.2,2.4,1.5,1.1,6.4,23
22105,2019-01-02 05:00,5.9,296,9.4,1028.5,49,2.4,14.3,2.3,1.5,1,6.4,29
22105,2019-01-02 06:00,4.6,289,6.8,1028.7,48,2.1,14.3,2.5,1.5,1.1,6.4,32
22105,2019-01-02 07:00,3.9,318,6.9,1029.2,45,2,14.5,2.6,1.4,1,6.4,36
22105,2019-01-02 08:00,3.2,307,6,1029.8,46,2.3,14.6,2.4,1.4,1,6.4,29
22105,2019-01-02 09:00,3.9,310,6.1,1030.2,46,2.6,14.8,2.4,1.3,.9,6.4,25
22105,2019-01-02 10:00,3,305,6.2,1030.7,45,2.7,14.8,2.3,1.3,.9,5.8,32
22105,2019-01-02 11:00,4.8,304,7,1030.5,42,2.8,14.8,2.2,1.2,.8,7.1,33
22105,2019-01-02 12:00,5.7,307,8.2,1029.7,49,3,14.9,2.6,1.3,.9,7.1,43
22105,2019-01-02 13:00,6.2,303,8.3,1028.7,48,3,14.9,2.1,1.3,.9,6.4,47
22105,2019-01-02 14:00,5.7,306,8.6,1028,45,3,15,1.7,1.2,.8,5.8,36
22105,2019-01-02 15:00,5.6,313,8.2,1027.8,41,3.1,15.1,1.9,1.1,.8,6.4,39
22105,2019-01-02 16:00,5.1,315,8.3,1028.2,41,3.3,15.1,1.8,1,.7,5.8,34
22105,2019-01-02 17:00,5.1,312,7.5,1028.4,37,3.7,15.1,1.7,1,.7,5.8,38
22105,2019-01-02 18:00,4.7,320,7,1028.3,36,3.7,15.1,1.7,.9,.7,6.4,59
22105,2019-01-02 19:00,4.1,313,7.9,1028.5,38,4.2,15.1,1.6,1,.7,6.4,45
22105,2019-01-02 20:00,4.1,318,6.7,1028.6,39,4,15.1,1.4,1,.7,5.8,31
22105,2019-01-02 21:00,5.4,308,8,1028.6,39,4.6,15.1,2,1.2,.8,7.1,45
22105,2019-01-02 22:00,5.7,311,8.4,,41,4.6,15.2,2.3,1.4,1,7.1,33
22105,2019-01-02 23:00,5.2,315,8.6,1028.6,37,4.5,15.1,2.1,1.3,.9,7.1,23
22105,2019-01-03 00:00,5.9,322,8.4,1028.7,43,4.7,15.1,2.1,1.4,1,7.1,32
22105,2019-01-03 01:00,6.2,307,8.9,1028.9,42,4,15.1,2.8,1.3,.9,7.1,40
22105,2019-01-03 02:00,5.6,312,8.2,1029.1,44,4.2,15.1,2.6,1.6,1.2,7.1,31
22105,2019-01-03 03:00,5.5,331,7.7,,39,3.7,15,2.7,1.5,1,6.4,28
22105,2019-01-03 04:00,6.2,324,8.7,1029.2,43,4.1,15,2.7,1.5,1.1,6.4,36
22105,2019-01-03 05:00,5.1,332,8.7,,41,3.7,15.2,2.6,1.5,1,6.4,9
22105,2019-01-03 06:00,5.8,309,8.5,1029.6,41,4,15.3,2.5,1.7,1.2,7.1,43
22105,2019-01-03 07:00,5.2,311,7.7,1029.9,44,3.7,15.3,2.5,1.5,1.1,6.4,14
22105,2019-01-03 08:00,6.1,320,8.7,1030.5,50,3.9,15.3,2.6,1.6,1.2,7.1,46
22105,2019-01-03 09:00,5.8,313,8.2,1031.3,53,4.3,15.2,2.3,1.5,1.1,7.1,352
22105,2019-01-03 10:00,5.6,321,8.8,1031.9,52,4.2,14.9,2.7,1.7,1.2,6.4,1
22105,2019-01-03 11:00,6,303,9.2,1032,50,4.2,14.9,3.2,1.8,1.3,7.1,7
22105,2019-01-03 12:00,5.5,324,8.3,1032,52,4.3,15,3,1.6,1.2,5.3,358
22105,2019-01-03 13:00,4.6,302,7.2,1031.2,47,4.4,14.9,2.7,1.4,1,6.4,3
22105,2019-01-03 14:00,4.5,299,6.7,1030.8,49,4.3,14.9,2.2,1.3,.9,5.8,343
22105,2019-01-03 15:00,4.9,323,7,1030.7,43,4.3,15,1.8,1.3,.9,7.1,24
22105,2019-01-03 16:00,3.5,326,6.1,1031.1,45,4.7,15,2.2,1.3,.9,5.8,10
22105,2019-01-03 17:00,3.8,341,5.7,1031.3,42,4.8,15,1.8,1.1,.8,7.1,48
22105,2019-01-03 18:00,2.7,313,4.9,1031.6,41,5.1,15,1.9,1.2,.9,6.4,52
22105,2019-01-03 19:00,1,267,2.8,1031.6,39,4.7,14.9,2,1.2,.8,7.1,37
22105,2019-01-03 20:00,1,232,2.6,1031.5,39,5.1,15.1,1.9,1.2,.9,7.1,31
22105,2019-01-03 21:00,1.3,262,2.7,1031.7,38,5,15.3,2,1.2,.9,7.1,39
22105,2019-01-03 22:00,3.2,237,6.2,1032.1,39,5.8,15.2,2.2,1.2,.9,7.1,31
22105,2019-01-03 23:00,1.6,210,3.2,1031.5,40,5.6,15.3,2.7,1.4,1,7.1,35
22105,2019-01-04 00:00,1.8,182,4.1,1030.9,34,6.1,15.3,2.2,1.5,1,7.1,21
22105,2019-01-04 01:00,2.6,199,4.6,1031.1,40,6.5,15.2,2.4,1.4,1,8,26
22105,2019-01-04 02:00,2,244,3.3,1031,42,6.7,15.3,2.2,1.3,.9,7.1,27
22105,2019-01-04 03:00,2.8,304,4.3,1030.8,43,6.4,15.3,2.2,1.3,.9,6.4,34
22105,2019-01-04 04:00,2.5,284,4.1,1030.6,43,6.7,15.3,1.9,1.1,.8,7.1,42
22105,2019-01-04 05:00,1.6,299,3.7,1029.8,39,6.2,15.3,2.1,1.2,.9,6.4,35
22105,2019-01-04 06:00,2.3,302,4.2,1028.9,38,6.6,15.2,1.9,1.1,.8,6.4,38
22105,2019-01-04 07:00,3.2,295,5.6,1029.2,36,6.4,15.1,1.9,1,.7,7.1,36
22105,2019-01-04 08:00,3.1,279,5.2,1029.3,38,6.7,15,1.5,1.1,.7,7.1,36
22105,2019-01-04 09:00,2.1,253,4.7,1028.8,34,6.8,15,1.6,.9,.7,8,47
22105,2019-01-04 10:00,2.7,274,4,1028.7,37,7,15,1.7,.9,.6,7.1,32
22105,2019-01-04 11:00,2.5,257,4.2,1028.6,39,7.1,14.9,1.5,1,.7,7.1,22
22105,2019-01-04 12:00,3,240,4.7,1027.4,37,7.1,14.8,1.3,.8,.6,6.4,28
22105,2019-01-04 13:00,2.6,265,4.8,1026.4,36,7.1,14.7,1.5,.9,.6,7.1,47
22105,2019-01-04 14:00,1.9,253,3.4,1025.2,38,7.4,14.9,1.2,.9,.6,7.1,23
22105,2019-01-04 15:00,3.2,254,5.3,1024.4,38,7.7,15.3,1.4,.8,.6,6.4,44
22105,2019-01-04 16:00,4.3,263,6.5,1023.8,36,8,15.4,1.4,.8,.6,5.8,39
22105,2019-01-04 17:00,7.3,262,10.1,1022.7,30,8.7,15.4,1.4,.8,.6,7.1,44
22105,2019-01-04 18:00,8.8,275,11.4,1022.6,33,8.4,15.4,1.5,1,.7,6.4,44
22105,2019-01-04 19:00,7.5,284,9.4,1022.7,32,7.7,15.4,2,1.2,.9,3.6,269
22105,2019-01-04 20:00,8.1,279,10.4,1022.7,40,7.9,15.4,2.4,1.3,.9,4.6,296
22105,2019-01-04 21:00,7.7,281,9.9,1022.4,42,6.8,15.3,2.6,1.5,1.1,5.3,337
22105,2019-01-04 22:00,7.1,276,9.4,1022.4,44,6.7,15.3,2.5,1.5,1,5.3,2
22105,2019-01-04 23:00,8.1,288,10.5,1022,49,6.2,15.3,2.1,1.5,1,5.3,8
22105,2019-01-05 00:00,7.1,292,9.4,1022.1,50,5.9,15.3,2.5,1.4,1,4.9,338
22105,2019-01-05 01:00,7.1,286,9.3,1021.6,50,6.2,15.3,2.5,1.5,1.1,4.9,320
22105,2019-01-05 02:00,8.2,293,12,1021.2,50,6.1,15.3,2.4,1.5,1.1,5.8,15
22105,2019-01-05 03:00,7,283,9.4,1021.6,50,6.2,15.2,2.6,1.5,1.1,5.3,344
22105,2019-01-05 04:00,7.8,293,10.5,1021.3,49,6.2,15.2,2.8,1.6,1.1,5.8,6
22105,2019-01-05 05:00,8.7,293,10.9,1020.7,46,6.6,15.2,3,1.7,1.2,6.4,6
22105,2019-01-05 06:00,7.2,303,10.6,1021.2,46,6.4,15.2,3.3,1.9,1.3,5.8,359
22105,2019-01-05 07:00,8.7,300,11.1,1021.1,46,6.5,15.2,4.2,2.1,1.5,6.4,10
22105,2019-01-05 08:00,7.6,308,10.2,1021.3,43,5.6,15.2,2.8,1.8,1.3,5.8,338
22105,2019-01-05 09:00,6.8,311,9.7,,49,5.6,15.1,2.5,1.7,1.2,5.8,354
22105,2019-01-05 10:00,7.4,318,9.9,1022.5,49,5.5,15.2,2.6,1.5,1.1,5.3,346
22105,2019-01-05 11:00,6.4,320,8.7,1023.1,50,5.2,15.2,2.2,1.4,1,5.8,358
22105,2019-01-05 12:00,6.5,336,9.2,1022.9,49,5.2,15.2,2.4,1.4,1,5.8,12
22105,2019-01-05 13:00,8.3,331,10.7,1022.2,57,4.9,15.1,3.4,1.7,1.2,5.8,349
22105,2019-01-05 14:00,7.2,320,9.6,,54,4.2,15.2,2.2,1.5,1.1,5.3,3
22105,2019-01-05 15:00,7.4,330,11.5,1022.3,54,4.1,15.2,2.3,1.4,1,5.3,12
22105,2019-01-05 16:00,8.1,327,11.3,1022.3,53,4.1,15.2,2.4,1.6,1.1,5.3,359
22105,2019-01-05 17:00,8.3,339,11.9,1022.5,54,4.3,15.2,2.7,1.5,1.1,5.3,2
22105,2019-01-05 18:00,7.1,343,10,,51,4.3,15.1,2.3,1.5,1.1,4.9,340
22105,2019-01-05 19:00,6.6,333,9.5,1023.4,50,4.4,15.1,3.5,2.2,1.6,6.4,39
22105,2019-01-05 20:00,6.3,352,9.1,1023.9,48,3.9,15.1,4.6,2.4,1.7,8,41
22105,2019-01-05 21:00,6.5,339,9.8,1024.2,51,4.5,15.1,4.1,2.5,1.7,8,46
22105,2019-01-05 22:00,6.1,349,10.2,1024.9,48,4.5,15.2,3.3,2.1,1.5,8,32
22105,2019-01-05 23:00,5.8,335,9,1025.1,48,4.4,15.2,3.2,1.9,1.4,7.1,36
22105,2019-01-06 00:00,5.8,326,9,1025.1,44,3.9,15.2,3.1,2.1,1.5,7.1,28
22105,2019-01-06 01:00,6,329,8.7,1025,50,3.8,15.2,2.8,1.9,1.4,8,36
22105,2019-01-06 02:00,5.9,329,8.5,1025.2,51,4.4,15.2,4.1,1.9,1.3,7.1,31
22105,2019-01-06 03:00,5.3,340,7.7,1025.5,48,4,15.2,2.6,1.6,1.2,7.1,28
22105,2019-01-06 04:00,5,326,7.4,1025.5,53,4.5,15.2,2.6,1.7,1.2,7.1,24
22105,2019-01-06 05:00,4.2,336,6.3,1025,51,4.1,15.2,2.5,1.5,1.1,7.1,26
22105,2019-01-06 06:00,3.5,342,6.1,1025,54,4.6,15.2,2.6,1.7,1.2,6.4,30
22105,2019-01-06 07:00,4,337,6.6,1025.2,54,4.4,15.3,2.8,1.4,1,7.1,40
22105,2019-01-06 08:00,3.6,318,5.6,1025.4,52,4.9,15.3,2.4,1.4,1,7.1,22
22105,2019-01-06 09:00,4,325,6.1,1025.8,54,4.9,15.3,2.5,1.6,1.1,7.1,27
22105,2019-01-06 10:00,2.4,311,5.2,1026.3,48,5.2,15.3,2.7,1.6,1.2,7.1,35
22105,2019-01-06 11:00,1.4,302,4.2,1026.8,44,5.3,15.3,2.5,1.4,1,5.8,28
22105,2019-01-06 12:00,2.4,324,4.6,1025.9,50,5.4,15.3,2.1,1.2,.9,7.1,13
22105,2019-01-06 13:00,2.1,312,4.8,1025.1,51,5.4,15.3,1.9,1.4,1,7.1,23
22105,2019-01-06 14:00,1.4,303,3.3,1024.6,52,5.4,15.1,2.2,1.3,.9,7.1,32
22105,2019-01-06 15:00,2.2,301,4.3,1024.5,54,5.5,15.2,2.1,1.2,.8,7.1,39
22105,2019-01-06 16:00,2.1,318,3.9,1024.4,57,5.7,15.2,,1.1,.8,6.4,36
22105,2019-01-06 17:00,1.8,326,4.1,1024.7,58,5.8,15.2,1.7,1.2,.8,7.1,40
22105,2019-01-06 18:00,.6,305,1.8,1025,55,5.7,15.2,1.8,1.1,.8,7.1,21
22105,2019-01-06 19:00,1.3,277,2.6,1025.2,46,6,15.2,1.8,1.2,.8,7.1,25
22105,2019-01-06 20:00,2.2,310,3.5,1025.3,48,5.8,15.1,1.8,1,.7,7.1,21
22105,2019-01-06 21:00,2.2,301,4.2,1025.5,50,6.4,15,2.1,1.2,.9,7.1,22
22105,2019-01-06 22:00,3.1,272,5.7,1025.6,49,6,15,1.6,1.1,.7,6.4,25
22105,2019-01-06 23:00,1.9,265,4.5,1025.4,48,6.3,15,2,1.1,.8,6.4,28
22105,2019-01-07 00:00,2.7,255,4.5,1025.1,49,6,15,2.2,1.1,.8,6.4,31
22105,2019-01-07 01:00,4.9,288,6.8,1024.5,49,6.4,15,2.3,1.2,.8,6.4,12
22105,2019-01-07 02:00,4.7,300,7,1024.5,47,6.2,15,2,1,.7,6.4,29
22105,2019-01-07 03:00,4,288,6.5,1024.5,48,5.8,15,1.9,1.1,.8,6.4,20
22105,2019-01-07 04:00,3.5,300,5.6,1024.5,47,6,15.1,1.9,1.1,.8,7.1,32
22105,2019-01-07 05:00,4.6,291,6.8,1024.3,42,5.7,15,1.8,1.3,.9,7.1,36
22105,2019-01-07 06:00,5.1,287,7.8,1024.3,39,6,15.1,2.3,1.3,.9,7.1,38
22105,2019-01-07 07:00,6.6,299,10,1024.1,41,5.5,15.1,2.3,1.3,.9,7.1,44
22105,2019-01-07 08:00,6,304,9.4,1023.9,42,5.6,15.1,1.9,1.2,.8,6.4,39
22105,2019-01-07 09:00,6.5,304,9.1,1024,34,5.3,15.1,2.2,1.2,.8,7.1,43
22105,2019-01-07 10:00,8.1,305,10.5,1024.4,40,5.3,15.1,1.9,1.2,.9,6.4,34
22105,2019-01-07 11:00,7.2,309,10.4,1024.5,33,5,15,2.3,1.4,1,7.1,39
22105,2019-01-07 12:00,7.1,302,9.2,1023.9,43,4.9,14.9,2.3,1.3,1,5.8,37
22105,2019-01-07 13:00,6,309,9.3,1023.1,37,4.7,14.8,2.1,1.3,.9,4.9,6
22105,2019-01-07 14:00,6.5,307,8.4,1022.6,40,4.8,14.8,2,1.2,.8,6.4,48
22105,2019-01-07 15:00,6.5,315,9.3,1022.4,42,5,14.7,2.1,1.1,.8,4.6,337
22105,2019-01-07 16:00,5.2,303,9,1022.8,39,5.2,14.7,1.9,1.2,.8,6.4,33
22105,2019-01-07 17:00,5.1,311,7.1,1022.7,40,5.6,14.7,2,1.1,.8,5.3,15
22105,2019-01-07 18:00,5,294,8.2,1023.1,38,6,14.8,1.7,1.1,.8,5.8,35
22105,2019-01-07 19:00,4.8,289,7.3,1023,38,5.9,14.9,1.5,.9,.7,5.3,17
22105,2019-01-07 20:00,5.1,294,7.4,1022.7,37,6.7,15,1.6,1,.7,5.3,8
22105,2019-01-07 21:00,6.6,292,9.9,1022.5,42,6.4,15,1.7,1,.7,7.1,55
22105,2019-01-07 22:00,6.9,284,10.1,1022.6,46,6.4,15.1,2,1.1,.8,4.9,10
22105,2019-01-07 23:00,7.5,292,10.7,1022.5,40,5.5,15,2.3,1.3,.9,5.3,20
22105,2019-01-08 00:00,6.7,287,10,1022.2,44,5.7,15,1.9,1.2,.9,4.6,338
22105,2019-01-08 01:00,6.1,287,8.5,1022.3,41,5.2,15,1.9,1.2,.9,4.9,335
22105,2019-01-08 02:00,6.6,295,8.9,1022.2,40,5.6,15,2.5,1.4,1,4.9,348
22105,2019-01-08 03:00,6.9,301,9.2,1022.5,42,5.4,14.9,2.5,1.4,1,5.3,346
22105,2019-01-08 04:00,7.7,305,10.7,1022.2,43,5,14.9,2.2,1.2,.8,4.9,333
22105,2019-01-08 05:00,8,308,10.1,1022,47,5.3,14.8,2.7,1.5,1.1,5.8,357
22105,2019-01-08 06:00,7.1,311,9.6,1022.3,43,4.4,14.6,2.7,1.5,1.1,5.8,348
22105,2019-01-08 07:00,8,303,10.5,1022.6,45,4.3,14.7,2.3,1.6,1.1,5.3,9
22105,2019-01-08 08:00,7.3,311,10.8,1022.6,42,3.8,14.7,2.8,1.6,1.1,6.4,349
22105,2019-01-08 09:00,6.9,301,9.8,1022.7,46,4,14.8,2.9,1.7,1.2,7.1,349
22105,2019-01-08 10:00,6.6,306,10.2,1023.3,45,4,14.8,2.8,1.5,1.1,5.8,340
22105,2019-01-08 11:00,6.4,316,8.7,1023.4,46,3.7,14.7,2,1.3,.9,5.8,338
22105,2019-01-08 12:00,6.1,312,8.8,1022.8,46,3.6,14.7,2.5,1.3,.9,6.4,332
22105,2019-01-08 13:00,5.7,300,8.8,1021.6,45,3.5,14.6,2,1.2,.8,5.8,354
22105,2019-01-08 14:00,6.2,309,9.3,1020.5,40,3.7,14.6,2,1.2,.9,4.9,332
22105,2019-01-08 15:00,6,288,8.3,,38,4.5,14.7,1.6,1.2,.8,6.4,21
22105,2019-01-08 16:00,6.3,295,10.9,1020.3,30,4.8,14.7,1.9,1.1,.8,5.8,3
22105,2019-01-08 17:00,7.6,317,11.4,1020.5,38,5,14.6,2.2,1.2,.9,5.3,355
22105,2019-01-08 18:00,8.6,294,12.4,1020.4,35,5.5,14.5,2.1,1.3,.9,4.9,0
22105,2019-01-08 19:00,10.6,299,13.8,1020.6,38,5.1,14.5,2.6,1.5,1,4.9,319
22105,2019-01-08 20:00,11.4,298,15.5,1021.4,38,3.7,14.4,2.6,1.9,1.4,5.3,318
22105,2019-01-08 21:00,11.4,298,15.5,1022.3,43,3.6,14.4,3.4,2.2,1.6,5.8,343
22105,2019-01-08 22:00,11.8,324,16.9,1023.9,43,2.5,14.2,3.6,2.7,1.9,6.4,342
22105,2019-01-08 23:00,14.8,332,19,1024.6,60,2.2,14.1,5.5,2.8,2,6.4,338
22105,2019-01-09 00:00,15.3,324,23.6,1025.7,63,1.9,14.3,5.5,3.2,2.3,8,348
22105,2019-01-09 01:00,12.3,336,17,1026.5,58,1.9,14.3,6.7,3.3,2.4,7.1,340
22105,2019-01-09 02:00,11.8,339,17.4,1027.3,58,1.7,14.3,5.8,3.7,2.6,8,340
22105,2019-01-09 03:00,10.8,345,15.8,1028.9,59,2.1,14.3,5.3,3.1,2.2,7.1,0
22105,2019-01-09 04:00,10.5,349,14.2,1029.7,57,1.8,14.3,4.9,3,2.1,8,351
22105,2019-01-09 05:00,10,354,13.2,1030.4,54,1,14.3,4.3,2.5,1.8,7.1,348
22105,2019-01-09 06:00,8.5,350,12.9,1031,56,1.4,14.4,3.9,2.6,1.9,6.4,8
22105,2019-01-09 07:00,6.9,353,10.1,1031.6,53,.9,14.3,3.9,2.1,1.5,8,22
22105,2019-01-09 08:00,6,338,9.8,1032,55,1.5,14.3,3.6,2.2,1.5,7.1,20
22105,2019-01-09 09:00,4.7,338,7.7,1032.5,54,1.5,14.2,4.3,3.1,2.2,8,21
22105,2019-01-09 10:00,3.3,352,7.4,1032.8,49,1.8,14.3,4.1,2.7,1.9,8,31
22105,2019-01-09 11:00,3.8,340,7.6,1032.8,54,2,14.3,4.7,2.7,1.9,8,3
22105,2019-01-09 12:00,1.6,299,3.9,1032.1,50,1.9,14.3,4.3,2.4,1.7,8,12
22105,2019-01-09 13:00,1.6,251,4.4,1031,51,2,14.3,3.9,2.3,1.6,8,6
22105,2019-01-09 14:00,2.8,233,6.2,1030.2,51,2.2,14.5,3.3,2.1,1.5,8,16
22105,2019-01-09 15:00,4.1,210,7,1029.5,50,2.5,14.7,3.3,1.8,1.3,8,10
22105,2019-01-09 16:00,3.9,206,6.1,1029,58,2.8,14.8,2.9,1.9,1.4,8,4
22105,2019-01-09 17:00,6,208,8.3,1028.4,54,3.8,14.4,2.7,1.5,1.1,8,31
22105,2019-01-09 18:00,7.2,198,9.5,1027.8,54,4.8,13.9,2.6,1.6,1.2,8,17
22105,2019-01-09 19:00,5.9,217,7.9,,37,5.1,13.4,2.2,1.5,1.1,7.1,19
22105,2019-01-09 20:00,6.1,208,8.5,1026.6,36,5.6,13.4,2.3,1.4,1,7.1,14
22105,2019-01-09 21:00,5.5,219,7.7,1025.6,35,5.8,13.3,2.4,1.4,1,6.4,9
22105,2019-01-09 22:00,5,212,6.9,1024.9,38,5.5,13.3,2.3,1.3,.9,8,25
22105,2019-01-09 23:00,4.4,226,6.4,1024.4,37,6,13.3,1.9,1.1,.8,7.1,12
22105,2019-01-10 00:00,4.6,225,6.6,1024,39,5.7,13.3,1.6,1,.7,7.1,7
22105,2019-01-10 01:00,3.1,240,4.9,1023.2,40,6,13.3,2.1,1,.7,6.4,358
22105,2019-01-10 02:00,3.8,247,5.5,1022.1,33,6.3,13.1,1.7,1,.7,6.4,50
22105,2019-01-10 03:00,3,251,4.4,1021.8,30,6.9,13.4,1.5,.9,.6,7.1,26
22105,2019-01-10 04:00,3.2,270,5.7,1021.3,26,7,13.8,1.5,.9,.6,3.8,202
22105,2019-01-10 05:00,5.4,290,6.9,1020.8,30,7.5,14.1,1.5,.9,.6,6.4,19
22105,2019-01-10 06:00,8,280,11.1,1020.1,29,7.8,14.4,1.7,1.1,.8,3.8,288
22105,2019-01-10 07:00,8.2,295,10.7,1019.7,30,7.1,14.5,2.3,1.3,.9,5.3,310
22105,2019-01-10 08:00,7.8,277,10.1,,32,8,14.6,1.8,1.1,.8,4.6,306
22105,2019-01-10 09:00,8.4,273,10.1,1019.7,30,8,14.5,2,1.2,.9,4.6,319
22105,2019-01-10 10:00,6.8,264,8.5,1019.6,29,8,14.4,1.9,1.2,.9,5.8,326
22105,2019-01-10 11:00,6,268,8.2,1019.6,31,7.6,14.1,2.2,1.2,.9,5.3,323
22105,2019-01-10 12:00,6.9,277,8.6,1018.8,33,7.7,14.1,1.9,1.1,.8,4.6,310
22105,2019-01-10 13:00,8.2,287,10.2,1017.6,36,7.4,14.3,2.2,1.4,1,4.9,318
