지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
22105,2019-01-20 08:00,9.1,297,12.9,1013.7,51,8.1,14.4,2.1,1.3,.9,3.8,328
22105,2019-01-20 09:00,10.2,306,14.3,1014.1,50,7.8,14.4,2.4,1.5,1.1,4.3,321
22105,2019-01-20 10:00,10.1,329,13.4,1014.8,50,7,14.4,3,1.7,1.2,5.3,335
22105,2019-01-20 11:00,10,328,13.3,1015.5,59,6.1,14.4,3.1,2.2,1.5,5.8,348
22105,2019-01-20 12:00,11,335,15.2,1015.5,60,5.5,14.4,4.1,2.7,1.9,6.4,0
22105,2019-01-20 13:00,11.5,338,15.7,1015.3,61,4.8,14.4,4.1,2.6,1.8,6.4,355
22105,2019-01-20 14:00,11,339,14.8,1015.5,59,4.4,14.4,3.7,2.6,1.9,7.1,353
22105,2019-01-20 15:00,11.2,346,16.7,1015.6,56,4.4,14.4,4.5,2.5,1.7,5.8,4
22105,2019-01-20 16:00,9.2,348,13.3,1016.1,54,4.2,14.4,3.8,2.2,1.6,6.4,343
22105,2019-01-20 17:00,9.3,357,12.6,1016.3,57,3.8,14.4,3.2,2.1,1.5,7.1,343
22105,2019-01-20 18:00,8.6,347,13.6,1017.2,53,3.5,14.4,3,1.9,1.3,6.4,15
22105,2019-01-20 19:00,7.3,352,10.5,1017.1,53,3.6,14.4,3,1.8,1.3,6.4,2
22105,2019-01-20 20:00,7.2,343,10,1017.5,49,3.7,14.4,3.2,2.2,1.6,6.4,17
22105,2019-01-20 21:00,4.9,342,7.5,1017.9,46,4.6,14.4,3.6,2.3,1.6,6.4,34
22105,2019-01-20 22:00,7.5,296,11.8,1017.5,39,4.5,14.4,3.6,2.1,1.5,8,43
22105,2019-01-20 23:00,7.5,306,10.9,1017.8,39,4.6,14.4,3.7,1.9,1.4,7.1,17
22105,2019-01-21 00:00,6.2,301,9.7,1018.4,37,3.9,14.4,3.6,2.3,1.6,8,41
22105,2019-01-21 01:00,6.7,298,9.7,1018.4,43,4.1,14.3,3.6,2.3,1.6,8,45
22105,2019-01-21 02:00,6.8,300,10.2,,43,3.6,14.2,3.3,2,1.4,8,21
22105,2019-01-21 03:00,7.1,305,10.8,1018.3,47,3.8,14.2,3.5,1.9,1.4,7.1,17
22105,2019-01-21 04:00,6.9,301,11.3,1018.1,44,3.9,14.2,3.1,1.9,1.3,7.1,24
22105,2019-01-21 05:00,6.2,304,9.6,1017.5,40,3.2,14.1,3.2,1.8,1.3,7.1,344
22105,2019-01-21 06:00,7.7,290,11.5,1017.2,49,3.6,14,3.6,2.2,1.6,7.1,3
22105,2019-01-21 07:00,7.2,305,11,1017.9,49,3.2,14,3.3,1.9,1.3,7.1,355
22105,2019-01-21 08:00,7.1,299,10.4,1018.5,48,3.5,14,2.7,1.9,1.3,7.1,8
22105,2019-01-21 09:00,7.5,303,11.1,1018.2,50,3.9,14.1,3.3,1.8,1.3,7.1,20
22105,2019-01-21 10:00,6,286,9.2,1017.9,48,3.4,14.1,3.2,1.8,1.3,5.8,3
22105,2019-01-21 11:00,6.4,275,8.7,1017.6,45,3.8,14.2,3,1.7,1.2,7.1,10
22105,2019-01-21 12:00,6.9,277,9.5,1017.3,39,4.4,14.2,2.6,1.5,1,7.1,15
22105,2019-01-21 13:00,8.1,296,11.8,1016.3,40,4.9,14.2,2.5,1.4,1,6.4,4
22105,2019-01-21 14:00,7.3,284,12.3,1015.3,44,5,14.2,2.6,1.7,1.2,8,39
22105,2019-01-21 15:00,7.8,270,12.1,1014.7,47,5.3,14.1,2.6,1.5,1.1,7.1,17
22105,2019-01-21 16:00,8.5,298,12,1014.1,51,6.5,14,2.3,1.5,1.1,6.4,5
22105,2019-01-21 17:00,9.4,293,13.5,1013.7,49,6.8,14.1,2.8,1.5,1.1,4.6,315
22105,2019-01-21 18:00,8.7,279,12.1,1014.3,49,6.7,14.1,2.6,1.5,1.1,5.3,329
22105,2019-01-21 19:00,11.1,269,14.8,1013.5,52,6.6,14.2,2.4,1.5,1.1,5.3,326
22105,2019-01-21 20:00,9.2,288,12.4,1014.3,50,6.4,14.2,2.9,1.9,1.4,5.8,339
22105,2019-01-21 21:00,8.5,287,11.5,1014.5,51,6.2,14.2,2.9,1.8,1.3,6.4,332
22105,2019-01-21 22:00,8.9,290,11.7,1014.5,52,6.9,14.3,3,1.8,1.3,6.4,351
22105,2019-01-21 23:00,8.9,291,12.6,,49,6.4,14.2,2.9,1.8,1.3,6.4,348
22105,2019-01-22 00:00,9.6,301,13.1,,47,6.9,14.2,3.3,1.8,1.3,5.8,322
22105,2019-01-22 01:00,10.8,318,14.3,,47,6.6,14.2,3.2,2,1.4,6.4,345
22105,2019-01-22 02:00,10.7,319,14.4,1015.8,46,6.5,14.2,3.9,2.6,1.8,5.8,358
22105,2019-01-22 03:00,9.4,333,11.9,1016.5,41,5.9,14.2,4,2.2,1.5,6.4,3
22105,2019-01-22 04:00,8.9,327,11.6,1016.3,45,6,14.2,4.6,2.5,1.8,7.1,8
22105,2019-01-22 05:00,8.5,312,10.7,1016.5,46,5.8,14.2,3.3,2.1,1.5,7.1,12
22105,2019-01-22 06:00,7.3,338,10.1,1016.8,43,5.2,14.2,4.2,2,1.4,6.4,357
22105,2019-01-22 07:00,5.7,313,8.4,1017.3,42,5.5,14.2,2.9,1.8,1.3,7.1,8
22105,2019-01-22 08:00,5.5,306,7.9,1017.7,40,5.5,14.2,2.7,1.5,1,5.8,347
22105,2019-01-22 09:00,3.9,315,5.6,1018.1,40,5.5,14.2,2.3,1.1,.8,5.3,341
22105,2019-01-22 10:00,3.4,314,5.5,1018.2,40,5.6,14.2,1.8,1.2,.8,7.1,330
22105,2019-01-22 11:00,4.1,257,6.4,1018.4,44,5.6,14.1,1.7,1.2,.9,5.8,339
22105,2019-01-22 12:00,3.7,253,5.6,1017.8,41,5.6,14,1.7,1,.7,6.4,345
22105,2019-01-22 13:00,3,273,4.9,1016.7,38,5.7,14,1.6,.9,.6,5.8,343
22105,2019-01-22 14:00,3.4,245,4.9,1016.1,35,6.1,14.4,1.3,.9,.6,5.3,351
22105,2019-01-22 15:00,1.7,242,3.3,,34,6.5,14.4,1.4,.9,.6,5.3,341
22105,2019-01-22 16:00,2.8,187,4.7,1015,35,6.8,14.4,1.2,.8,.6,4.9,3
22105,2019-01-22 17:00,5.9,189,7.7,1014.7,40,7.3,14.4,1.3,.8,.6,4.9,346
22105,2019-01-22 18:00,5.9,184,7.9,1014.3,44,8,14.3,1.1,.7,.5,9.1,34
22105,2019-01-22 19:00,4.3,226,6.5,1014.2,40,9.2,14.2,1.3,.7,.5,9.1,80
22105,2019-01-22 20:00,6.5,273,8.2,,37,8.6,14.1,1.1,.7,.5,9.1,37
22105,2019-01-22 21:00,8.4,271,10.7,1013.9,41,8.1,14.1,1.4,.8,.6,3.4,278
22105,2019-01-22 22:00,10.4,284,14.3,1013.8,44,8.1,14,2.1,1.3,.9,4,277
22105,2019-01-22 23:00,8.8,290,12.5,1013.7,45,7.5,13.9,2.9,1.5,1.1,4.6,279
22105,2019-01-23 00:00,9.2,286,12.7,1013.6,43,7.8,13.8,2.6,1.6,1.1,4.9,312
22105,2019-01-23 01:00,9.6,295,13,1013.6,40,7.7,13.8,2.4,1.7,1.2,5.3,299
22105,2019-01-23 02:00,9.2,293,11.5,1013.8,43,7.9,13.9,2.6,1.7,1.2,4.9,299
22105,2019-01-23 03:00,9,299,12,1013.5,42,7.5,14,2.2,1.5,1.1,4.6,325
22105,2019-01-23 04:00,9.7,284,12.7,1013.1,43,8,14,2.6,1.6,1.2,4.9,297
22105,2019-01-23 05:00,9.8,295,12.4,1012.8,42,8,14,2.3,1.5,1.1,5.3,308
22105,2019-01-23 06:00,9.2,296,12.3,1013.1,45,7.6,13.9,2.7,1.7,1.2,5.3,338
22105,2019-01-23 07:00,9,302,11.4,1013.3,44,8.1,13.9,2.8,1.6,1.1,5.3,332
22105,2019-01-23 08:00,7.7,292,10.3,1013.7,41,7.9,13.8,2.9,1.7,1.2,5.8,342
22105,2019-01-23 09:00,8.2,281,10.5,1014.2,40,8,13.7,2.6,1.8,1.3,5.3,325
22105,2019-01-23 10:00,7.4,277,9.6,,40,7.9,13.7,2.5,1.6,1.1,5.8,1
22105,2019-01-23 11:00,8.1,273,11.5,1014.9,42,8,13.7,2.6,1.6,1.1,6.4,5
22105,2019-01-23 12:00,7.6,272,10,1014.7,38,8.1,13.7,2.4,1.6,1.2,5.8,5
22105,2019-01-23 13:00,7.4,268,10,1013.9,40,8.4,13.9,2.1,1.5,1.1,5.3,337
22105,2019-01-23 14:00,7.3,279,9.6,1013.6,40,9.3,14,2.8,1.7,1.2,5.3,343
22105,2019-01-23 15:00,10.2,331,13.2,1013.4,44,9.1,14,3,1.9,1.3,4.9,340
22105,2019-01-23 16:00,9.5,353,13.2,1014.4,46,8.3,14,3.2,1.9,1.4,5.8,335
22105,2019-01-23 17:00,10.1,3,13.3,1015.4,51,7.2,14,3.8,2.1,1.5,6.4,347
22105,2019-01-23 18:00,10,6,13.2,1016.5,53,6.4,14,3.5,2.2,1.5,5.8,347
22105,2019-01-23 19:00,8.7,23,13.4,1017.6,54,5.7,14,3,1.8,1.3,6.4,350
22105,2019-01-23 20:00,7.6,26,11.1,1018.6,55,5.6,13.9,2.9,1.9,1.3,6.4,347
22105,2019-01-23 21:00,6.6,20,9.6,1019.5,50,5.7,13.9,3,1.9,1.4,6.4,5
22105,2019-01-23 22:00,5,6,7.3,1020,48,5.1,13.9,2.5,1.5,1.1,6.4,339
22105,2019-01-23 23:00,5.5,13,7.9,1020.2,49,5.4,14.1,2.4,1.4,1,5.8,341
22105,2019-01-24 00:00,5.8,11,8.9,1020.5,48,5,14.2,2.2,1.3,.9,5.3,348
22105,2019-01-24 01:00,6.5,12,8.9,1020.6,49,5.3,14.2,2,1.3,.9,5.8,348
22105,2019-01-24 02:00,6,356,9.6,1021,47,4.7,14.1,2.4,1.4,1,6.4,3
22105,2019-01-24 03:00,5.5,355,8.6,,48,4.9,14.2,2.6,1.7,1.2,6.4,23
22105,2019-01-24 04:00,5.3,359,8.2,1021.5,49,4.5,14.2,2.3,1.6,1.1,7.1,42
22105,2019-01-24 05:00,5.6,337,8.5,1021.8,50,4.9,14.2,2.6,1.6,1.1,6.4,42
22105,2019-01-24 06:00,5.9,351,7.9,1021.8,49,4.8,14.2,2.7,1.8,1.3,6.4,31
22105,2019-01-24 07:00,4.5,340,7.4,1022,47,4.3,14.3,3.4,1.8,1.3,7.1,37
22105,2019-01-24 08:00,3.6,344,6.5,1022.7,49,4.5,14.4,2.8,1.7,1.2,7.1,50
22105,2019-01-24 09:00,3.2,341,5.5,1023,49,4.4,14.3,2.5,1.6,1.2,6.4,23
22105,2019-01-24 10:00,3.6,351,5.6,1023.3,50,4.5,14.3,2.8,1.6,1.1,5.8,13
22105,2019-01-24 11:00,3.1,337,6.3,1023.6,48,4.7,14.3,3.2,1.6,1.2,7.1,57
22105,2019-01-24 12:00,2.1,333,4.2,1023.5,48,4.9,14.2,2.7,1.5,1.1,5.8,40
22105,2019-01-24 13:00,2.1,322,4,1022.5,46,5.1,14.3,2.1,1.3,1,6.4,40
22105,2019-01-24 14:00,2.2,328,4.9,1022.1,46,5.1,14.3,2.5,1.5,1.1,6.4,55
22105,2019-01-24 15:00,1.5,312,3.7,1021.6,46,5.5,14.3,2,1.2,.9,7.1,42
22105,2019-01-24 16:00,1.4,330,3.7,1021.6,45,5.4,14.3,2.3,1.3,.9,8,59
22105,2019-01-24 17:00,1.3,15,2.7,1021.7,46,5.5,14.2,2.3,1.3,.9,7.1,56
22105,2019-01-24 18:00,.7,321,2.2,1021.8,49,5.5,14.3,2,1.2,.8,7.1,69
22105,2019-01-24 19:00,.1,297,1.4,1022.2,48,5.6,14.4,1.9,1.1,.8,4,28
22105,2019-01-24 20:00,1.4,59,2.8,1022.1,47,5.6,14.4,1.9,1.2,.8,8,34
22105,2019-01-24 21:00,1,70,2.4,1021.7,49,6.1,14.3,1.7,1.1,.8,8,39
22105,2019-01-24 22:00,1.9,48,3.5,1021.7,50,6.3,14.2,1.6,1.2,.8,7.1,29
22105,2019-01-24 23:00,1.5,44,3.1,1021.7,49,6,14.2,2,1.1,.8,8,33
22105,2019-01-25 00:00,2,22,3.5,1021.8,50,6.5,14.1,1.8,1.1,.8,8,42
22105,2019-01-25 01:00,1.5,357,3.5,1021.7,48,6.3,14.1,1.8,1.1,.8,7.1,27
22105,2019-01-25 02:00,2.1,345,4.3,1021.2,48,6.6,14.5,1.8,1.1,.8,6.4,41
22105,2019-01-25 03:00,1.9,337,3.9,1021.4,48,6,14.7,2,1.2,.8,6.4,32
22105,2019-01-25 04:00,2,291,3.9,1020.8,51,6.5,14.8,1.9,1.1,.8,7.1,46
22105,2019-01-25 05:00,3.3,279,5.8,1020,47,6.4,14.8,2.1,1.1,.8,6.4,48
22105,2019-01-25 06:00,5.4,292,8.2,1019.6,40,6.3,14.8,1.8,1.1,.8,7.1,55
22105,2019-01-25 07:00,7.1,284,10.1,1019.5,46,6.4,14.8,2.3,1.3,.9,7.1,60
22105,2019-01-25 08:00,8.6,310,11.1,1019.2,48,6.2,14.8,2.6,1.5,1.1,7.1,71
22105,2019-01-25 09:00,8.3,302,11.6,1019.3,47,5.9,14.8,2.5,1.4,1,6.4,24
22105,2019-01-25 10:00,8,295,11,1019.1,41,5.4,14.9,2.2,1.4,1,4,324
22105,2019-01-25 11:00,7.5,306,9.9,1018.9,42,5.1,14.9,2.8,1.4,1,6.4,30
22105,2019-01-25 12:00,8.6,310,11.5,1018.1,48,5.1,14.8,2.8,1.7,1.2,4.3,333
22105,2019-01-25 13:00,9.1,325,12.6,,48,4.9,14.8,2.8,1.6,1.2,4.3,329
22105,2019-01-25 14:00,11.6,324,16.3,1016.8,60,4.8,14.8,3.2,1.8,1.3,4.3,331
22105,2019-01-25 15:00,11.4,329,16.8,1017,53,4.6,14.8,3.7,2.3,1.6,5.3,352
22105,2019-01-25 16:00,11.8,345,16.1,1017.4,51,4.6,14.8,4.1,2.4,1.7,5.3,354
22105,2019-01-25 17:00,12.5,331,16.5,1017.4,45,4.9,14.8,4.4,2.5,1.7,5.8,358
22105,2019-01-25 18:00,10.8,340,14.5,1018.4,58,3.9,14.8,4.4,2.6,1.8,5.3,346
22105,2019-01-25 19:00,10.1,12,16.8,1019.5,84,.8,14.7,4.4,2.8,2,5.8,356
22105,2019-01-25 20:00,12.2,11,15.9,1019.9,67,3.4,14.7,4.4,2.7,1.9,6.4,36
22105,2019-01-25 21:00,12.5,9,17.2,,61,2.8,14.7,5,3.2,2.2,6.4,36
22105,2019-01-25 22:00,11.8,358,16,1020.5,54,3.1,14.7,5.5,3.6,2.5,8,42
22105,2019-01-25 23:00,11,359,15.8,1020.6,53,2.8,14.6,5.6,2.7,1.9,8,48
22105,2019-01-26 00:00,10.6,0,15,1020.6,56,2.5,14.6,5,3.1,2.2,8,47
22105,2019-01-26 01:00,10.1,11,14.9,1020.9,61,2.2,14.6,4.1,2.8,2,7.1,50
22105,2019-01-26 02:00,9.9,343,13.6,1020.8,56,2.4,14.6,4.4,2.8,2,8,62
22105,2019-01-26 03:00,10.2,25,14.2,1020.7,69,1.9,14.6,4.8,2.6,1.8,7.1,56
22105,2019-01-26 04:00,9,4,13.4,1021,50,1.8,14.5,4.2,2.9,2.1,7.1,44
22105,2019-01-26 05:00,9.4,353,14.7,1020.7,50,2.6,14.5,4.3,2.7,1.9,8,50
22105,2019-01-26 06:00,12.4,6,17.6,1021.4,86,.1,14.4,4.4,2.7,1.9,6.4,49
22105,2019-01-26 07:00,12.8,5,16.5,1021.4,70,1.5,14.4,5,2.7,2,7.1,20
22105,2019-01-26 08:00,13.1,340,17.5,1022.5,87,.4,14.3,5.1,3.2,2.3,7.1,11
22105,2019-01-26 09:00,11.2,357,16.6,1022.8,65,2.2,14.2,6,3.4,2.4,7.1,27
22105,2019-01-26 10:00,10.3,343,15.8,1023.2,62,2,14.2,6.9,3.3,2.4,7.1,45
22105,2019-01-26 11:00,11.2,339,16.2,1023.6,60,2.1,14.1,5.7,3.6,2.6,7.1,31
22105,2019-01-26 12:00,11.4,335,14.8,1023.8,54,2.2,14,6.3,3.6,2.6,7.1,24
22105,2019-01-26 13:00,10.6,341,15.3,1023.3,52,2.2,13.8,5.2,3.4,2.4,8,49
22105,2019-01-26 14:00,9.9,341,13.6,1022.9,50,2.1,13.7,5.5,3.3,2.3,8,37
22105,2019-01-26 15:00,9.4,334,13.6,1022.7,57,2.7,13.7,5.1,3.4,2.4,9.1,53
22105,2019-01-26 16:00,9.6,337,12.8,1022.8,53,3,13.7,5.2,2.7,1.9,9.1,53
22105,2019-01-26 17:00,9.5,338,13,1022.9,52,3.4,13.8,,3.3,2.4,8,43
22105,2019-01-26 18:00,8.9,336,12.2,1023,46,3.8,14.1,5.2,3.1,2.2,8,39
22105,2019-01-26 19:00,9.5,344,12.7,1023.5,53,4.4,14.2,5.3,2.9,2.1,9.1,43
22105,2019-01-26 20:00,8.8,344,11.7,1023.7,44,4.6,14.2,4.8,2.6,1.9,9.1,43
22105,2019-01-26 21:00,7.5,339,10.6,1024.1,43,5.3,14.2,4.5,2.9,2.1,8,33
22105,2019-01-26 22:00,7.8,335,10.8,1024.2,40,5.2,14.2,4,2.8,2,8,22
22105,2019-01-26 23:00,5.5,348,8.9,1024.6,42,5.4,14.2,3.7,2.2,1.6,8,29
22105,2019-01-27 00:00,6.3,334,9.3,1024.6,41,5.5,14.3,4.3,2.2,1.6,8,49
22105,2019-01-27 01:00,7.1,319,9.9,1024.8,45,5.6,14.3,2.7,1.8,1.3,8,41
22105,2019-01-27 02:00,6.5,335,9.5,1025.1,41,6.1,14.3,3.4,2.1,1.5,8,49
22105,2019-01-27 03:00,6.2,331,9,1025.4,39,5.9,14.3,2.8,1.9,1.3,8,67
22105,2019-01-27 04:00,5.4,341,7.8,1025.3,39,6.1,14.3,2.9,1.7,1.2,7.1,40
22105,2019-01-27 05:00,4.7,323,7.4,1025,39,5.9,14.3,3.3,1.8,1.3,8,46
22105,2019-01-27 06:00,3.9,315,6.2,1025.2,42,6.3,14.3,3,1.8,1.3,8,40
22105,2019-01-27 07:00,3,342,5.3,1025.4,41,6,14.3,2.5,1.7,1.2,8,48
22105,2019-01-27 08:00,.6,276,2.3,1025.6,41,6.4,14.3,3.2,2,1.4,5.3,35
22105,2019-01-27 09:00,1.6,222,3.6,1025.5,46,6.4,14.3,3.8,1.8,1.3,8,55
22105,2019-01-27 10:00,3.6,195,5.2,1025.2,47,6.7,14.4,2.8,1.6,1.1,8,20
22105,2019-01-27 11:00,5.5,193,8.1,1024.8,47,6.7,14.4,3.1,1.8,1.3,8,18
22105,2019-01-27 12:00,7.2,197,9.5,1024.4,53,6.8,14.4,2.9,1.7,1.2,8,26
22105,2019-01-27 13:00,6.9,199,9.2,,48,7.2,14.4,2.5,1.5,1.1,7.1,21
22105,2019-01-27 14:00,7.1,194,9.5,1022,40,7.8,14.4,2.8,1.6,1.1,8,34
22105,2019-01-27 15:00,4.8,206,6.6,1021.1,35,8.4,14.4,2.8,1.5,1.1,8,24
22105,2019-01-27 16:00,3.9,195,6.3,1020.5,31,8.8,14.3,2.3,1.4,1,8,24
22105,2019-01-27 17:00,4.8,199,7.6,1019.8,36,8.9,14.3,2.2,1.3,.9,7.1,28
22105,2019-01-27 18:00,6,213,7.8,1019.4,31,9.4,14.2,2.2,1.3,.9,7.1,38
22105,2019-01-27 19:00,6.1,244,7.9,1018.5,30,10.3,14.2,2.3,1.3,.9,7.1,30
22105,2019-01-27 20:00,10.3,282,12.7,1018.5,26,9.6,14.2,2.2,1.3,.9,7.1,45
22105,2019-01-27 21:00,10.9,278,13.9,1018.5,37,8.4,14.1,2.3,1.4,1,8,50
22105,2019-01-27 22:00,9.3,269,11.7,1018.2,34,7.3,14,3.1,1.7,1.2,4.9,256
22105,2019-01-27 23:00,7,264,9.9,1017.9,35,6.9,13.9,2.4,1.7,1.2,4.3,259
22105,2019-01-28 00:00,9.9,256,12.3,1017.1,36,7,13.6,2.3,1.6,1.1,4.9,299
22105,2019-01-28 01:00,8.3,243,11.2,1016.7,34,7.1,13.6,2.4,1.5,1,5.3,319
22105,2019-01-28 02:00,10.6,253,13.2,1015.8,44,6.9,13.6,3.1,1.8,1.3,4.6,254
22105,2019-01-28 03:00,10.9,262,13.5,1016.1,46,6.4,13.6,2.5,1.5,1.1,5.3,323
22105,2019-01-28 04:00,7.9,283,11,1016.4,49,6.3,13.6,2.3,1.4,1,4.6,288
22105,2019-01-28 05:00,7,263,9.6,1015.4,51,5.9,13.5,2,1.3,.9,4.6,207
22105,2019-01-28 06:00,5.8,266,9.5,1015.2,50,6.6,13.5,2.4,1.3,.9,4.3,262
22105,2019-01-28 07:00,9.3,305,13.2,1014.5,52,6.7,13.4,2.6,1.5,1.1,5.3,346
22105,2019-01-28 08:00,10.4,288,14.3,1014.5,51,7.1,13.3,2.5,1.5,1.1,4.3,291
22105,2019-01-28 09:00,10.5,282,14.2,1014.5,47,6.7,13.3,2.7,1.5,1.1,5.3,329
22105,2019-01-28 10:00,10.5,274,13.3,1014.7,48,6.3,13.2,3.1,1.8,1.3,5.3,313
22105,2019-01-28 11:00,11.9,286,16.1,1014.9,46,6.7,13.2,2.8,1.7,1.2,4.9,311
22105,2019-01-28 12:00,11.4,292,15.6,1015.5,45,6.7,13.2,3.7,2,1.4,5.3,316
22105,2019-01-28 13:00,11.9,305,17.2,1014.8,43,6.7,13.3,4.2,2.1,1.5,5.3,309
22105,2019-01-28 14:00,11.2,342,15.7,1014.9,55,5.9,13.3,4.4,2.6,1.8,5.8,332
22105,2019-01-28 15:00,11,340,15,1015.9,54,5.5,13.3,4.3,2.6,1.9,5.3,351
22105,2019-01-28 16:00,9.8,340,13.6,1016.7,55,5.6,13.3,4.9,2.6,1.8,7.1,356
22105,2019-01-28 17:00,9.8,344,14.2,,50,5.7,13.3,4.6,2.8,2,7.1,6
22105,2019-01-28 18:00,9.8,338,12.5,1017.9,47,6.4,13.3,4.9,2.9,2.1,7.1,359
22105,2019-01-28 19:00,9.9,334,14.8,1018.5,42,6.2,13.3,4.3,2.7,1.9,7.1,335
22105,2019-01-28 20:00,9.6,343,12.8,1019.7,45,5.6,13.3,3.6,2.2,1.6,7.1,336
22105,2019-01-28 21:00,8.2,325,11.4,1020.7,42,6.1,13.3,3.6,2.1,1.5,6.4,345
22105,2019-01-28 22:00,9,338,12.2,1021.2,40,5.5,13.3,4,2.2,1.5,7.1,334
22105,2019-01-28 23:00,8.1,342,11.7,1022.2,43,5.6,13.2,3.4,2.1,1.5,6.4,327
22105,2019-01-29 00:00,8,344,11.3,1022.8,44,5,13.3,3.6,2,1.4,6.4,352
22105,2019-01-29 01:00,8.1,346,11,1023.3,47,5.2,13.3,3.6,2.2,1.6,7.1,333
22105,2019-01-29 02:00,7.8,343,11.2,,46,4.5,13.3,3,2,1.4,7.1,357
22105,2019-01-29 06:00,5.4,342,8.7,1025.4,53,4.6,13.5,3,1.8,1.3,6.4,0
22105,2019-01-29 07:00,4.9,353,7.6,1026.1,53,4,13.5,3.2,1.8,1.3,7.1,10
22105,2019-01-29 08:00,3.4,345,6.1,1026.4,52,4.1,13.5,2.5,1.8,1.3,7.1,347
22105,2019-01-29 09:00,3.7,347,5.8,1027.2,52,4.2,13.2,2.5,1.6,1.1,8,28
22105,2019-01-29 10:00,3.3,349,4.8,1027.9,51,4.4,13.2,2.8,1.5,1.1,8,25
22105,2019-01-29 11:00,1.5,5,3.8,1028,48,4.3,13.4,2.2,1.3,1,6.4,10
22105,2019-01-29 12:00,1.7,343,3.8,1027.7,50,4.5,13.5,2,1.2,.9,8,34
22105,2019-01-29 13:00,1,141,2.2,1026.5,50,4.9,13.4,2,1.2,.9,7.1,42
22105,2019-01-29 14:00,1.2,197,3.6,1026,50,5.1,13.3,2.1,1.2,.8,6.4,11
22105,2019-01-29 15:00,2.2,194,3.8,1025.4,52,5.5,13.7,1.9,1.2,.8,7.1,17
22105,2019-01-29 16:00,4.2,156,6.1,1024.9,51,6.2,13.4,1.6,1.1,.8,8,10
22105,2019-01-29 17:00,5.3,175,7.7,1024.7,47,7,13.4,1.6,.9,.7,8,21
22105,2019-01-29 18:00,5.9,181,7.9,1024.4,48,7.5,13.2,1.9,1.2,.9,7.1,11
22105,2019-01-29 19:00,8,178,10.6,1024,51,7.7,13.2,2.1,1.2,.8,7.1,352
22105,2019-01-29 20:00,8.7,184,10.9,1023.8,53,8.6,13.4,2.4,1.4,1,7.1,6
22105,2019-01-29 21:00,8.8,199,12.4,1023.8,53,8.5,13.2,3,1.4,1,8,36
22105,2019-01-29 22:00,8.2,201,10.6,1023.7,57,8.9,13,2.9,1.6,1.2,4.9,205
